img_path,table_mask,col_mask,original_height,original_width,hasTable,table_count,col_count,table_bboxes,col_bboxes
marmot_processed\image_v2\10.1.1.32.775_4.jpg,marmot_processed\table_mask\10.1.1.32.775_4_table_mask.png,marmot_processed\col_mask\10.1.1.32.775_4_col_mask.png,1056,816,1,1,2,"[[536, 329, 929, 536]]","[[542, 332, 561, 535], [581, 328, 925, 535]]"
marmot_processed\image_v2\10.1.1.33.1506_16.jpg,marmot_processed\table_mask\10.1.1.33.1506_16_table_mask.png,marmot_processed\col_mask\10.1.1.33.1506_16_col_mask.png,1056,816,1,1,2,"[[120, 242, 685, 533]]","[[129, 243, 246, 531], [291, 240, 595, 532]]"
marmot_processed\image_v2\10.1.1.33.152_5.jpg,marmot_processed\table_mask\10.1.1.33.152_5_table_mask.png,marmot_processed\col_mask\10.1.1.33.152_5_col_mask.png,1056,816,1,2,5,"[[221, 188, 804, 391], [323, 642, 701, 723]]","[[246, 189, 399, 387], [428, 191, 793, 386], [361, 643, 389, 721], [472, 646, 532, 720], [612, 643, 671, 720]]"
marmot_processed\image_v2\10.1.1.33.152_8.jpg,marmot_processed\table_mask\10.1.1.33.152_8_table_mask.png,marmot_processed\col_mask\10.1.1.33.152_8_col_mask.png,1056,816,1,2,8,"[[333, 188, 691, 365], [218, 491, 804, 713]]","[[336, 207, 491, 358], [600, 210, 651, 362], [225, 495, 287, 708], [315, 493, 395, 713], [417, 495, 474, 708], [503, 492, 584, 710], [615, 495, 686, 711], [717, 493, 799, 711]]"
marmot_processed\image_v2\10.1.1.33.1967_7.jpg,marmot_processed\table_mask\10.1.1.33.1967_7_table_mask.png,marmot_processed\col_mask\10.1.1.33.1967_7_col_mask.png,1056,816,1,2,8,"[[515, 132, 949, 256], [515, 310, 949, 435]]","[[526, 134, 635, 256], [670, 132, 725, 253], [768, 132, 832, 255], [862, 131, 917, 255], [863, 310, 922, 433], [765, 310, 831, 434], [668, 310, 729, 432], [522, 310, 635, 432]]"
marmot_processed\image_v2\10.1.1.33.5434_2.jpg,marmot_processed\table_mask\10.1.1.33.5434_2_table_mask.png,marmot_processed\col_mask\10.1.1.33.5434_2_col_mask.png,1123,793,1,1,4,"[[536, 118, 900, 908]]","[[537, 138, 634, 904], [659, 173, 705, 903], [737, 173, 784, 903], [825, 173, 881, 905]]"
marmot_processed\image_v2\10.1.1.33.5766_4.jpg,marmot_processed\table_mask\10.1.1.33.5766_4_table_mask.png,marmot_processed\col_mask\10.1.1.33.5766_4_col_mask.png,1056,816,1,1,2,"[[85, 68, 493, 249]]","[[118, 112, 262, 220], [282, 111, 452, 219]]"
marmot_processed\image_v2\10.1.1.33.6412_13.jpg,marmot_processed\table_mask\10.1.1.33.6412_13_table_mask.png,marmot_processed\col_mask\10.1.1.33.6412_13_col_mask.png,1123,793,1,1,3,"[[91, 885, 484, 947]]","[[97, 886, 214, 948], [240, 888, 341, 948], [386, 885, 452, 951]]"
marmot_processed\image_v2\10.1.1.33.8442_10.jpg,marmot_processed\table_mask\10.1.1.33.8442_10_table_mask.png,marmot_processed\col_mask\10.1.1.33.8442_10_col_mask.png,1056,816,1,1,4,"[[284, 230, 740, 372]]","[[294, 232, 380, 370], [412, 234, 509, 370], [552, 250, 611, 371], [651, 255, 718, 370]]"
marmot_processed\image_v2\10.1.1.33.8442_11.jpg,marmot_processed\table_mask\10.1.1.33.8442_11_table_mask.png,marmot_processed\col_mask\10.1.1.33.8442_11_col_mask.png,1056,816,1,2,8,"[[237, 712, 787, 853], [120, 105, 903, 463]]","[[133, 125, 212, 463], [245, 130, 892, 462], [232, 734, 370, 849], [407, 736, 486, 852], [513, 738, 560, 850], [581, 737, 636, 848], [654, 737, 701, 848], [720, 736, 771, 855]]"
marmot_processed\image_v2\10.1.1.34.3054_1.jpg,marmot_processed\table_mask\10.1.1.34.3054_1_table_mask.png,marmot_processed\col_mask\10.1.1.34.3054_1_col_mask.png,1123,793,1,1,8,"[[76, 760, 939, 912]]","[[195, 792, 288, 882], [315, 788, 350, 886], [384, 789, 425, 886], [452, 791, 502, 884], [528, 791, 576, 886], [595, 789, 646, 876], [674, 788, 714, 878], [746, 787, 792, 883]]"
marmot_processed\image_v2\10.1.1.34.3224_4.jpg,marmot_processed\table_mask\10.1.1.34.3224_4_table_mask.png,marmot_processed\col_mask\10.1.1.34.3224_4_col_mask.png,1056,816,1,1,2,"[[118, 134, 724, 866]]","[[114, 129, 200, 871], [299, 126, 685, 872]]"
marmot_processed\image_v2\10.1.1.34.3224_7.jpg,marmot_processed\table_mask\10.1.1.34.3224_7_table_mask.png,marmot_processed\col_mask\10.1.1.34.3224_7_col_mask.png,1056,816,1,1,2,"[[109, 203, 913, 915]]","[[128, 230, 366, 912], [398, 230, 900, 912]]"
marmot_processed\image_v2\10.1.1.34.330_10.jpg,marmot_processed\table_mask\10.1.1.34.330_10_table_mask.png,marmot_processed\col_mask\10.1.1.34.330_10_col_mask.png,1056,816,1,2,17,"[[131, 578, 893, 801], [286, 228, 738, 480]]","[[292, 243, 371, 479], [409, 241, 449, 479], [471, 241, 512, 480], [532, 246, 565, 479], [587, 244, 626, 478], [659, 244, 733, 477], [138, 592, 207, 799], [232, 591, 270, 796], [292, 591, 330, 800], [353, 593, 389, 800], [405, 592, 452, 799], [468, 592, 525, 799], [541, 590, 594, 795], [609, 594, 661, 804], [675, 593, 727, 803], [743, 592, 786, 807], [802, 588, 888, 800]]"
marmot_processed\image_v2\10.1.1.34.330_9.jpg,marmot_processed\table_mask\10.1.1.34.330_9_table_mask.png,marmot_processed\col_mask\10.1.1.34.330_9_col_mask.png,1056,816,1,1,8,"[[236, 140, 787, 508]]","[[243, 154, 325, 509], [348, 156, 395, 507], [410, 154, 448, 505], [464, 152, 508, 507], [527, 156, 584, 505], [600, 158, 641, 506], [659, 155, 725, 504], [735, 155, 777, 506]]"
marmot_processed\image_v2\10.1.1.34.6981_20.jpg,marmot_processed\table_mask\10.1.1.34.6981_20_table_mask.png,marmot_processed\col_mask\10.1.1.34.6981_20_col_mask.png,1123,793,1,3,11,"[[343, 451, 707, 542], [343, 662, 706, 769], [170, 129, 880, 263]]","[[182, 131, 519, 262], [559, 130, 612, 264], [650, 131, 691, 258], [735, 129, 773, 263], [814, 130, 856, 263], [351, 452, 433, 539], [484, 450, 585, 541], [616, 452, 687, 543], [613, 663, 682, 772], [480, 662, 581, 769], [347, 665, 451, 770]]"
marmot_processed\image_v2\10.1.1.34.7043_189.jpg,marmot_processed\table_mask\10.1.1.34.7043_189_table_mask.png,marmot_processed\col_mask\10.1.1.34.7043_189_col_mask.png,1123,793,1,1,9,"[[156, 292, 912, 586]]","[[164, 310, 232, 584], [271, 311, 322, 587], [351, 311, 408, 584], [433, 309, 486, 585], [518, 310, 567, 585], [598, 308, 652, 588], [681, 308, 737, 586], [764, 310, 816, 586], [841, 309, 900, 584]]"
marmot_processed\image_v2\10.1.1.34.7043_72.jpg,marmot_processed\table_mask\10.1.1.34.7043_72_table_mask.png,marmot_processed\col_mask\10.1.1.34.7043_72_col_mask.png,1123,793,1,1,3,"[[112, 119, 864, 328]]","[[121, 119, 368, 330], [531, 120, 648, 326], [714, 120, 832, 330]]"
marmot_processed\image_v2\10.1.1.35.2056_3.jpg,marmot_processed\table_mask\10.1.1.35.2056_3_table_mask.png,marmot_processed\col_mask\10.1.1.35.2056_3_col_mask.png,1056,816,1,1,7,"[[92, 398, 493, 529]]","[[100, 399, 191, 526], [201, 428, 233, 528], [260, 428, 282, 525], [301, 428, 331, 525], [364, 429, 379, 529], [397, 429, 434, 528], [462, 427, 483, 528]]"
marmot_processed\image_v2\10.1.1.35.9666_3.jpg,marmot_processed\table_mask\10.1.1.35.9666_3_table_mask.png,marmot_processed\col_mask\10.1.1.35.9666_3_col_mask.png,1123,793,1,3,8,"[[546, 88, 917, 364], [107, 483, 478, 817], [118, 171, 468, 329]]","[[553, 90, 581, 362], [620, 90, 741, 362], [763, 88, 914, 361], [212, 171, 436, 326], [125, 176, 186, 324], [115, 485, 152, 818], [182, 486, 305, 812], [325, 486, 462, 814]]"
marmot_processed\image_v2\10.1.1.35.9666_6.jpg,marmot_processed\table_mask\10.1.1.35.9666_6_table_mask.png,marmot_processed\col_mask\10.1.1.35.9666_6_col_mask.png,1123,793,1,1,2,"[[530, 365, 934, 884]]","[[537, 368, 581, 884], [739, 367, 921, 883]]"
marmot_processed\image_v2\10.1.1.36.218_12.jpg,marmot_processed\table_mask\10.1.1.36.218_12_table_mask.png,marmot_processed\col_mask\10.1.1.36.218_12_col_mask.png,1056,816,1,1,2,"[[184, 533, 848, 852]]","[[192, 532, 412, 852], [452, 535, 823, 852]]"
marmot_processed\image_v2\10.1.1.36.2833_19.jpg,marmot_processed\table_mask\10.1.1.36.2833_19_table_mask.png,marmot_processed\col_mask\10.1.1.36.2833_19_col_mask.png,1123,793,1,1,3,"[[109, 659, 946, 855]]","[[120, 660, 235, 854], [287, 660, 448, 857], [622, 658, 820, 851]]"
marmot_processed\image_v2\10.1.1.36.2833_22.jpg,marmot_processed\table_mask\10.1.1.36.2833_22_table_mask.png,marmot_processed\col_mask\10.1.1.36.2833_22_col_mask.png,1123,793,1,2,2,"[[78, 179, 915, 423], [109, 698, 884, 857]]","[[88, 179, 267, 424], [364, 174, 904, 427]]"
marmot_processed\image_v2\10.1.1.36.5934_13.jpg,marmot_processed\table_mask\10.1.1.36.5934_13_table_mask.png,marmot_processed\col_mask\10.1.1.36.5934_13_col_mask.png,1056,816,1,1,5,"[[267, 73, 656, 285]]","[[277, 74, 340, 285], [369, 72, 419, 283], [440, 75, 491, 282], [513, 74, 565, 280], [587, 70, 643, 280]]"
marmot_processed\image_v2\10.1.1.36.5934_16.jpg,marmot_processed\table_mask\10.1.1.36.5934_16_table_mask.png,marmot_processed\col_mask\10.1.1.36.5934_16_col_mask.png,1056,816,1,1,4,"[[197, 120, 726, 331]]","[[203, 120, 267, 332], [290, 120, 428, 332], [444, 117, 571, 332], [589, 119, 723, 331]]"
marmot_processed\image_v2\10.1.1.36.7389_27.jpg,marmot_processed\table_mask\10.1.1.36.7389_27_table_mask.png,marmot_processed\col_mask\10.1.1.36.7389_27_col_mask.png,1056,816,1,1,5,"[[95, 546, 899, 796]]","[[98, 552, 250, 791], [275, 549, 392, 794], [419, 547, 530, 792], [570, 552, 689, 792], [714, 549, 893, 794]]"
marmot_processed\image_v2\10.1.1.36.8492_1.jpg,marmot_processed\table_mask\10.1.1.36.8492_1_table_mask.png,marmot_processed\col_mask\10.1.1.36.8492_1_col_mask.png,1056,816,1,1,2,"[[117, 632, 873, 909]]","[[114, 685, 434, 909], [483, 683, 852, 907]]"
marmot_processed\image_v2\10.1.1.36.8492_3.jpg,marmot_processed\table_mask\10.1.1.36.8492_3_table_mask.png,marmot_processed\col_mask\10.1.1.36.8492_3_col_mask.png,1056,816,1,1,4,"[[434, 121, 874, 787]]","[[434, 158, 719, 769], [734, 156, 772, 766], [783, 154, 819, 767], [832, 155, 868, 765]]"
marmot_processed\image_v2\10.1.1.37.368_2.jpg,marmot_processed\table_mask\10.1.1.37.368_2_table_mask.png,marmot_processed\col_mask\10.1.1.37.368_2_col_mask.png,1123,794,1,1,2,"[[547, 65, 954, 232]]","[[553, 66, 734, 230], [756, 65, 945, 230]]"
marmot_processed\image_v2\10.1.1.37.368_3.jpg,marmot_processed\table_mask\10.1.1.37.368_3_table_mask.png,marmot_processed\col_mask\10.1.1.37.368_3_col_mask.png,1123,794,1,1,2,"[[589, 65, 912, 131]]","[[598, 65, 674, 131], [699, 65, 903, 129]]"
marmot_processed\image_v2\10.1.1.37.4664_23.jpg,marmot_processed\table_mask\10.1.1.37.4664_23_table_mask.png,marmot_processed\col_mask\10.1.1.37.4664_23_col_mask.png,1056,816,1,2,11,"[[225, 489, 859, 571], [254, 155, 830, 327]]","[[262, 156, 341, 326], [368, 155, 403, 323], [440, 158, 525, 326], [568, 153, 671, 328], [723, 155, 792, 325], [232, 490, 312, 571], [333, 489, 403, 567], [434, 490, 498, 568], [546, 492, 580, 574], [620, 492, 703, 571], [762, 487, 816, 570]]"
marmot_processed\image_v2\10.1.1.37.4664_24.jpg,marmot_processed\table_mask\10.1.1.37.4664_24_table_mask.png,marmot_processed\col_mask\10.1.1.37.4664_24_col_mask.png,1056,816,1,2,12,"[[163, 211, 801, 384], [135, 563, 829, 668]]","[[166, 212, 208, 379], [256, 210, 317, 379], [338, 215, 369, 383], [408, 213, 497, 383], [545, 212, 640, 382], [695, 213, 749, 382], [138, 562, 183, 668], [225, 562, 294, 671], [333, 562, 419, 668], [483, 562, 577, 665], [619, 562, 668, 670], [722, 564, 792, 664]]"
marmot_processed\image_v2\10.1.1.37.5365_5.jpg,marmot_processed\table_mask\10.1.1.37.5365_5_table_mask.png,marmot_processed\col_mask\10.1.1.37.5365_5_col_mask.png,1056,816,1,1,3,"[[521, 93, 908, 166]]","[[538, 91, 646, 167], [681, 89, 762, 165], [797, 89, 893, 169]]"
marmot_processed\image_v2\10.1.1.37.5365_7.jpg,marmot_processed\table_mask\10.1.1.37.5365_7_table_mask.png,marmot_processed\col_mask\10.1.1.37.5365_7_col_mask.png,1056,816,1,1,4,"[[104, 93, 459, 239]]","[[122, 89, 166, 240], [220, 89, 255, 238], [299, 105, 338, 240], [376, 108, 427, 238]]"
marmot_processed\image_v2\10.1.1.38.2480_2.jpg,marmot_processed\table_mask\10.1.1.38.2480_2_table_mask.png,marmot_processed\col_mask\10.1.1.38.2480_2_col_mask.png,1056,816,1,2,4,"[[205, 107, 828, 390], [573, 467, 898, 585]]","[[575, 468, 625, 586], [646, 468, 734, 585], [757, 470, 807, 587], [831, 471, 885, 585]]"
marmot_processed\image_v2\10.1.1.38.2480_4.jpg,marmot_processed\table_mask\10.1.1.38.2480_4_table_mask.png,marmot_processed\col_mask\10.1.1.38.2480_4_col_mask.png,1056,816,1,2,26,"[[147, 107, 886, 342], [155, 408, 879, 643]]","[[158, 107, 196, 340], [227, 109, 275, 338], [301, 106, 323, 337], [350, 106, 374, 337], [398, 109, 437, 338], [467, 108, 493, 336], [521, 108, 550, 339], [575, 108, 606, 338], [631, 106, 660, 339], [695, 107, 725, 339], [743, 109, 771, 336], [793, 109, 826, 340], [848, 108, 877, 339], [164, 410, 206, 644], [232, 410, 275, 644], [299, 409, 328, 641], [350, 409, 374, 641], [402, 408, 438, 644], [464, 408, 494, 640], [522, 408, 546, 643], [576, 409, 604, 643], [630, 408, 661, 641], [691, 407, 727, 643], [745, 407, 767, 644], [791, 409, 819, 643], [840, 409, 871, 642]]"
marmot_processed\image_v2\10.1.1.40.3122_2.jpg,marmot_processed\table_mask\10.1.1.40.3122_2_table_mask.png,marmot_processed\col_mask\10.1.1.40.3122_2_col_mask.png,1056,816,1,3,7,"[[556, 553, 918, 641], [552, 767, 921, 797], [556, 352, 918, 469]]","[[560, 353, 627, 471], [659, 355, 902, 465], [563, 553, 624, 640], [654, 555, 901, 641], [596, 770, 768, 801], [801, 770, 890, 795], [556, 767, 572, 794]]"
marmot_processed\image_v2\10.1.1.40.3122_3.jpg,marmot_processed\table_mask\10.1.1.40.3122_3_table_mask.png,marmot_processed\col_mask\10.1.1.40.3122_3_col_mask.png,1056,816,1,3,13,"[[87, 37, 455, 272], [557, 354, 916, 541], [557, 777, 916, 811]]","[[89, 37, 107, 265], [131, 40, 314, 271], [336, 38, 424, 276], [557, 356, 573, 541], [604, 356, 622, 537], [664, 355, 710, 538], [760, 355, 801, 540], [848, 355, 897, 540], [557, 778, 570, 808], [616, 778, 643, 811], [694, 780, 729, 810], [769, 778, 816, 814], [846, 777, 901, 808]]"
marmot_processed\image_v2\10.1.1.48.1004_6.jpg,marmot_processed\table_mask\10.1.1.48.1004_6_table_mask.png,marmot_processed\col_mask\10.1.1.48.1004_6_col_mask.png,1123,793,1,4,21,"[[103, 618, 429, 738], [534, 618, 921, 738], [105, 257, 399, 432], [411, 257, 921, 377]]","[[125, 255, 172, 427], [222, 258, 269, 432], [332, 258, 368, 434], [420, 258, 507, 377], [553, 258, 598, 377], [620, 263, 678, 377], [695, 256, 745, 372], [779, 260, 834, 376], [857, 257, 908, 376], [110, 619, 210, 737], [244, 622, 267, 737], [283, 620, 301, 740], [318, 619, 333, 734], [351, 623, 365, 737], [384, 619, 404, 741], [541, 620, 634, 743], [677, 619, 706, 737], [727, 617, 763, 734], [779, 620, 807, 737], [828, 619, 860, 739], [876, 620, 908, 739]]"
marmot_processed\image_v2\10.1.1.49.1004_7.jpg,marmot_processed\table_mask\10.1.1.49.1004_7_table_mask.png,marmot_processed\col_mask\10.1.1.49.1004_7_col_mask.png,1056,816,1,1,6,"[[123, 105, 822, 202]]","[[157, 106, 210, 200], [274, 107, 320, 201], [374, 107, 420, 201], [481, 107, 555, 200], [620, 106, 668, 200], [723, 107, 807, 202]]"
marmot_processed\image_v2\10.1.1.55.1001_15.jpg,marmot_processed\table_mask\10.1.1.55.1001_15_table_mask.png,marmot_processed\col_mask\10.1.1.55.1001_15_col_mask.png,1056,816,1,2,6,"[[286, 28, 771, 280], [286, 491, 771, 837]]","[[299, 29, 329, 279], [349, 29, 389, 282], [408, 31, 733, 280], [291, 495, 326, 831], [413, 495, 754, 834], [346, 654, 385, 837]]"
marmot_processed\image_v2\10.1.1.6.2188_6.jpg,marmot_processed\table_mask\10.1.1.6.2188_6_table_mask.png,marmot_processed\col_mask\10.1.1.6.2188_6_col_mask.png,1123,793,1,1,4,"[[219, 129, 378, 240]]","[[221, 126, 293, 240], [311, 128, 323, 245], [341, 128, 355, 243], [369, 126, 380, 243]]"
marmot_processed\image_v2\10.1.1.6.2190_5.jpg,marmot_processed\table_mask\10.1.1.6.2190_5_table_mask.png,marmot_processed\col_mask\10.1.1.6.2190_5_col_mask.png,1056,816,1,2,9,"[[521, 407, 907, 635], [521, 709, 907, 785]]","[[532, 408, 594, 630], [625, 406, 905, 636], [532, 710, 562, 783], [586, 710, 614, 785], [636, 710, 674, 784], [689, 711, 713, 785], [733, 710, 760, 784], [779, 711, 840, 783], [863, 711, 897, 784]]"
marmot_processed\image_v2\10.1.1.6.2197_3.jpg,marmot_processed\table_mask\10.1.1.6.2197_3_table_mask.png,marmot_processed\col_mask\10.1.1.6.2197_3_col_mask.png,1056,816,1,1,4,"[[517, 134, 901, 233]]","[[530, 133, 650, 234], [674, 133, 732, 231], [753, 133, 808, 233], [833, 135, 893, 233]]"
marmot_processed\image_v2\10.1.1.6.2199_6.jpg,marmot_processed\table_mask\10.1.1.6.2199_6_table_mask.png,marmot_processed\col_mask\10.1.1.6.2199_6_col_mask.png,1056,816,1,1,3,"[[125, 70, 455, 266]]","[[138, 70, 203, 264], [230, 68, 325, 264], [359, 67, 435, 265]]"
marmot_processed\image_v2\10.1.1.6.2202_4.jpg,marmot_processed\table_mask\10.1.1.6.2202_4_table_mask.png,marmot_processed\col_mask\10.1.1.6.2202_4_col_mask.png,1056,816,1,1,8,"[[209, 167, 787, 341]]","[[220, 165, 260, 342], [291, 164, 356, 342], [383, 165, 532, 340], [553, 166, 575, 340], [601, 165, 622, 339], [648, 166, 669, 341], [696, 166, 719, 340], [745, 167, 774, 342]]"
marmot_processed\image_v2\10.1.1.6.2208_12.jpg,marmot_processed\table_mask\10.1.1.6.2208_12_table_mask.png,marmot_processed\col_mask\10.1.1.6.2208_12_col_mask.png,1123,793,1,1,11,"[[194, 165, 758, 775]]","[[208, 168, 365, 775], [389, 167, 411, 772], [436, 167, 451, 774], [474, 167, 489, 775], [509, 166, 531, 774], [545, 166, 567, 772], [580, 167, 599, 776], [616, 165, 638, 773], [655, 162, 677, 771], [692, 168, 713, 771], [728, 165, 752, 771]]"
marmot_processed\image_v2\10.1.1.6.2208_7.jpg,marmot_processed\table_mask\10.1.1.6.2208_7_table_mask.png,marmot_processed\col_mask\10.1.1.6.2208_7_col_mask.png,1123,793,1,3,19,"[[267, 69, 697, 148], [170, 306, 807, 430], [166, 719, 859, 760]]","[[279, 69, 303, 143], [346, 70, 412, 145], [443, 85, 491, 143], [533, 89, 594, 144], [619, 88, 677, 147], [185, 309, 240, 429], [271, 306, 322, 428], [347, 323, 404, 427], [430, 326, 483, 429], [506, 324, 560, 426], [585, 324, 637, 429], [661, 324, 715, 429], [736, 324, 789, 429], [182, 719, 285, 758], [318, 723, 404, 756], [433, 720, 509, 760], [541, 720, 621, 759], [648, 720, 733, 760], [759, 720, 843, 759]]"
marmot_processed\image_v2\10.1.1.6.2215_30.jpg,marmot_processed\table_mask\10.1.1.6.2215_30_table_mask.png,marmot_processed\col_mask\10.1.1.6.2215_30_col_mask.png,1123,793,1,2,8,"[[386, 567, 679, 691], [386, 253, 679, 377]]","[[369, 243, 469, 382], [486, 243, 529, 378], [545, 242, 584, 379], [599, 240, 678, 380], [365, 555, 465, 697], [486, 558, 531, 698], [544, 554, 579, 699], [604, 554, 677, 693]]"
marmot_processed\image_v2\10.1.1.6.2215_78.jpg,marmot_processed\table_mask\10.1.1.6.2215_78_table_mask.png,marmot_processed\col_mask\10.1.1.6.2215_78_col_mask.png,1123,793,1,2,13,"[[306, 174, 742, 217], [241, 310, 802, 439]]","[[303, 169, 489, 221], [511, 169, 554, 222], [573, 171, 617, 218], [635, 171, 677, 222], [701, 170, 741, 221], [241, 307, 300, 444], [328, 308, 374, 440], [404, 308, 449, 443], [476, 307, 526, 443], [559, 307, 597, 444], [629, 307, 674, 444], [701, 306, 740, 444], [766, 307, 807, 444]]"
marmot_processed\image_v2\10.1.1.6.2216_1.jpg,marmot_processed\table_mask\10.1.1.6.2216_1_table_mask.png,marmot_processed\col_mask\10.1.1.6.2216_1_col_mask.png,1056,816,1,1,3,"[[529, 218, 916, 317]]","[[535, 216, 679, 315], [709, 219, 782, 315], [816, 220, 902, 315]]"
marmot_processed\image_v2\10.1.1.6.2216_5.jpg,marmot_processed\table_mask\10.1.1.6.2216_5_table_mask.png,marmot_processed\col_mask\10.1.1.6.2216_5_col_mask.png,1056,816,1,1,3,"[[532, 119, 913, 218]]","[[545, 116, 634, 216], [671, 119, 755, 217], [794, 118, 860, 216]]"
marmot_processed\image_v2\10.1.1.6.2218_15.jpg,marmot_processed\table_mask\10.1.1.6.2218_15_table_mask.png,marmot_processed\col_mask\10.1.1.6.2218_15_col_mask.png,1056,816,1,1,4,"[[180, 137, 844, 322]]","[[174, 184, 320, 288], [341, 187, 484, 285], [530, 151, 673, 325], [691, 150, 847, 324]]"
marmot_processed\image_v2\10.1.1.6.2223_5.jpg,marmot_processed\table_mask\10.1.1.6.2223_5_table_mask.png,marmot_processed\col_mask\10.1.1.6.2223_5_col_mask.png,1123,794,1,2,9,"[[295, 78, 736, 173], [133, 236, 898, 294]]","[[308, 80, 552, 171], [614, 83, 653, 171], [681, 82, 721, 171], [147, 235, 344, 294], [392, 237, 437, 297], [459, 239, 506, 297], [527, 240, 753, 297], [771, 237, 818, 291], [842, 240, 882, 294]]"
marmot_processed\image_v2\10.1.1.6.2223_6.jpg,marmot_processed\table_mask\10.1.1.6.2223_6_table_mask.png,marmot_processed\col_mask\10.1.1.6.2223_6_col_mask.png,1123,794,1,2,13,"[[133, 78, 898, 169], [128, 234, 915, 479]]","[[147, 80, 370, 166], [391, 79, 433, 164], [462, 82, 503, 166], [530, 82, 752, 171], [775, 82, 820, 166], [843, 80, 886, 167], [137, 237, 223, 478], [258, 257, 316, 476], [359, 255, 419, 477], [475, 251, 552, 480], [592, 255, 650, 475], [689, 257, 766, 473], [811, 255, 889, 476]]"
marmot_processed\image_v2\10.1.1.6.2234_17.jpg,marmot_processed\table_mask\10.1.1.6.2234_17_table_mask.png,marmot_processed\col_mask\10.1.1.6.2234_17_col_mask.png,1123,793,1,1,8,"[[312, 108, 741, 432]]","[[310, 150, 400, 281], [416, 148, 495, 282], [518, 147, 591, 278], [607, 145, 697, 279], [603, 307, 693, 438], [514, 305, 585, 432], [416, 305, 493, 437], [305, 303, 398, 437]]"
marmot_processed\image_v2\10.1.1.6.2234_6.jpg,marmot_processed\table_mask\10.1.1.6.2234_6_table_mask.png,marmot_processed\col_mask\10.1.1.6.2234_6_col_mask.png,1123,793,1,1,3,"[[174, 103, 879, 278]]","[[170, 96, 257, 275], [283, 96, 362, 277], [400, 95, 876, 277]]"
marmot_processed\image_v2\10.1.1.6.2243_7.jpg,marmot_processed\table_mask\10.1.1.6.2243_7_table_mask.png,marmot_processed\col_mask\10.1.1.6.2243_7_col_mask.png,1123,793,1,1,6,"[[220, 606, 805, 744]]","[[225, 607, 301, 751], [327, 650, 391, 746], [424, 649, 475, 744], [511, 647, 572, 743], [606, 653, 670, 744], [709, 609, 770, 741]]"
marmot_processed\image_v2\10.1.1.6.2248_12.jpg,marmot_processed\table_mask\10.1.1.6.2248_12_table_mask.png,marmot_processed\col_mask\10.1.1.6.2248_12_col_mask.png,1123,793,1,2,14,"[[212, 206, 803, 441], [212, 589, 803, 824]]","[[216, 206, 294, 443], [325, 222, 371, 433], [408, 222, 456, 439], [479, 221, 540, 439], [564, 219, 611, 440], [638, 221, 692, 439], [721, 222, 783, 440], [717, 605, 785, 823], [635, 605, 693, 822], [560, 605, 617, 822], [479, 605, 544, 823], [400, 605, 460, 825], [322, 605, 384, 826], [214, 590, 297, 822]]"
marmot_processed\image_v2\10.1.1.6.2248_9.jpg,marmot_processed\table_mask\10.1.1.6.2248_9_table_mask.png,marmot_processed\col_mask\10.1.1.6.2248_9_col_mask.png,1123,793,1,1,8,"[[243, 580, 781, 811]]","[[258, 592, 338, 809], [356, 593, 374, 813], [396, 593, 411, 809], [433, 594, 449, 811], [470, 593, 504, 810], [533, 594, 567, 810], [600, 595, 661, 809], [713, 593, 759, 810]]"
marmot_processed\image_v2\10.1.1.6.2249_12.jpg,marmot_processed\table_mask\10.1.1.6.2249_12_table_mask.png,marmot_processed\col_mask\10.1.1.6.2249_12_col_mask.png,1056,816,1,2,5,"[[225, 314, 680, 400], [343, 637, 671, 692]]","[[227, 309, 292, 400], [311, 310, 686, 400], [345, 638, 423, 694], [434, 638, 546, 694], [563, 637, 668, 695]]"
marmot_processed\image_v2\10.1.1.6.2249_15.jpg,marmot_processed\table_mask\10.1.1.6.2249_15_table_mask.png,marmot_processed\col_mask\10.1.1.6.2249_15_col_mask.png,1056,816,1,2,10,"[[362, 543, 652, 609], [339, 154, 674, 219]]","[[344, 150, 380, 225], [395, 150, 467, 223], [481, 151, 541, 224], [567, 148, 610, 221], [634, 151, 669, 219], [369, 539, 400, 612], [414, 541, 445, 607], [461, 542, 518, 612], [543, 541, 587, 614], [605, 542, 648, 613]]"
marmot_processed\image_v2\10.1.1.6.2255_4.jpg,marmot_processed\table_mask\10.1.1.6.2255_4_table_mask.png,marmot_processed\col_mask\10.1.1.6.2255_4_col_mask.png,1056,816,1,1,6,"[[514, 807, 946, 898]]","[[526, 828, 576, 899], [604, 832, 636, 892], [659, 826, 713, 899], [734, 825, 769, 894], [804, 825, 867, 898], [886, 826, 919, 894]]"
marmot_processed\image_v2\10.1.1.6.2255_5.jpg,marmot_processed\table_mask\10.1.1.6.2255_5_table_mask.png,marmot_processed\col_mask\10.1.1.6.2255_5_col_mask.png,1056,816,1,1,4,"[[556, 712, 905, 803]]","[[561, 714, 655, 801], [694, 729, 740, 807], [768, 731, 823, 799], [851, 731, 887, 801]]"
